time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
144.792,1981-05-25,19:00:00.00,0.663575,0.715282,0.980243,622.388,0.0537828,0,0,0,15,638.423,242.576,224.773,-6.90929
144.833,1981-05-25,20:00:00.00,0.663575,0.715282,0.978279,622.377,0.0537828,0,0,0,15,638.409,242.633,224.844,-6.90943
144.875,1981-05-25,21:00:00.00,0.663575,0.715282,0.976399,622.366,0.0537828,0,0,0,15,638.396,242.69,224.915,-6.90943
144.917,1981-05-25,22:00:00.00,0.663575,0.715282,0.974592,622.354,0.0537828,0,0,0,15,638.383,242.748,224.985,-6.90943
144.958,1981-05-25,23:00:00.00,0.663575,0.715282,0.972848,622.343,0.0537828,0,0,0,15,638.37,242.805,225.055,-6.90943
145,1981-05-26,00:00:00.00,0.663575,0.715282,0.971162,622.333,0.0537828,0,0,0,15,638.357,242.863,225.126,-6.90943
145.042,1981-05-26,01:00:00.00,0.69979,0.754319,0.969707,622.323,0.0552903,0,0,0,15,638.348,242.923,225.195,-6.90943
145.083,1981-05-26,02:00:00.00,0.69979,0.754319,0.968471,622.315,0.0552903,0,0,0,15,638.339,242.984,225.265,-6.90943
145.125,1981-05-26,03:00:00.00,0.69979,0.754319,0.967178,622.307,0.0552903,0,0,0,15,638.33,243.045,225.335,-6.90943
145.167,1981-05-26,04:00:00.00,0.69979,0.754319,0.965848,622.3,0.0552903,0,0,0,15,638.321,243.105,225.405,-6.90943
145.208,1981-05-26,05:00:00.00,0.69979,0.754319,0.964577,622.292,0.0552903,0,0,0,15,638.312,243.166,225.474,-6.90954
145.25,1981-05-26,06:00:00.00,0.69979,0.754319,0.963348,622.283,0.0552903,0,0,0,15,638.302,243.226,225.544,-6.91063
145.292,1981-05-26,07:00:00.00,0.69979,0.754319,0.962143,622.273,0.0552903,0,0,0,15,638.291,243.287,225.613,-6.91299
145.333,1981-05-26,08:00:00.00,0.69979,0.754319,0.960948,622.262,0.0552903,0,0,0,15,638.278,243.348,225.682,-6.91672
145.375,1981-05-26,09:00:00.00,0.69979,0.754319,0.959748,622.25,0.0552903,0,0,0,15,638.265,243.408,225.751,-6.92187
145.417,1981-05-26,10:00:00.00,0.69979,0.754319,0.958527,622.236,0.0552903,0,0,0,15,638.25,243.469,225.82,-6.92833
145.458,1981-05-26,11:00:00.00,0.69979,0.754319,0.957266,622.221,0.0552903,0,0,0,15,638.234,243.529,225.889,-6.93591
145.5,1981-05-26,12:00:00.00,0.69979,0.754319,0.955957,622.206,0.0552903,0,0,0,15,638.217,243.59,225.958,-6.94425
145.542,1981-05-26,13:00:00.00,0.69979,0.754319,0.954602,622.191,0.0552903,0,0,0,15,638.201,243.65,226.027,-6.95289
145.583,1981-05-26,14:00:00.00,0.69979,0.754319,0.953212,622.176,0.0552903,0,0,0,15,638.184,243.711,226.095,-6.9613
145.625,1981-05-26,15:00:00.00,0.69979,0.754319,0.951804,622.162,0.0552903,0,0,0,15,638.169,243.772,226.164,-6.96896
145.667,1981-05-26,16:00:00.00,0.69979,0.754319,0.950396,622.149,0.0552903,0,0,0,15,638.154,243.832,226.232,-6.9754
145.708,1981-05-26,17:00:00.00,0.69979,0.754319,0.94901,622.138,0.0552903,0,0,0,15,638.142,243.893,226.3,-6.9803
145.75,1981-05-26,18:00:00.00,0.69979,0.754319,0.947666,622.128,0.0552903,0,0,0,15,638.131,243.953,226.368,-6.98348
145.792,1981-05-26,19:00:00.00,0.69979,0.754319,0.946381,622.12,0.0552903,0,0,0,15,638.122,244.014,226.436,-6.98496
145.833,1981-05-26,20:00:00.00,0.69979,0.754319,0.945168,622.114,0.0552903,0,0,0,15,638.115,244.075,226.504,-6.98511
145.875,1981-05-26,21:00:00.00,0.69979,0.754319,0.944025,622.108,0.0552903,0,0,0,15,638.107,244.135,226.572,-6.98511
145.917,1981-05-26,22:00:00.00,0.69979,0.754319,0.942941,622.102,0.0552903,0,0,0,15,638.1,244.196,226.64,-6.98511
145.958,1981-05-26,23:00:00.00,0.69979,0.754319,0.941907,622.096,0.0552903,0,0,0,15,638.093,244.256,226.708,-6.98511
146,1981-05-27,00:00:00.00,0.69979,0.754319,0.940919,622.09,0.0552903,0,0,0,15,638.086,244.317,226.775,-6.98511
146.042,1981-05-27,01:00:00.00,0.692861,0.746851,0.939987,622.084,0.055028,0,0,0,15,638.079,244.377,226.842,-6.98511
146.083,1981-05-27,02:00:00.00,0.692861,0.746851,0.939095,622.078,0.055028,0,0,0,15,638.072,244.437,226.91,-6.98511
146.125,1981-05-27,03:00:00.00,0.692861,0.746851,0.938202,622.071,0.055028,0,0,0,15,638.065,244.497,226.977,-6.98511
146.167,1981-05-27,04:00:00.00,0.692861,0.746851,0.937311,622.065,0.055028,0,0,0,15,638.058,244.557,227.044,-6.98511
146.208,1981-05-27,05:00:00.00,0.692861,0.746851,0.936432,622.059,0.055028,0,0,0,15,638.05,244.617,227.111,-6.98524
146.25,1981-05-27,06:00:00.00,0.692861,0.746851,0.935555,622.052,0.055028,0,0,0,15,638.042,244.677,227.178,-6.98634
146.292,1981-05-27,07:00:00.00,0.692861,0.746851,0.934665,622.043,0.055028,0,0,0,15,638.033,244.737,227.245,-6.98871
146.333,1981-05-27,08:00:00.00,0.692861,0.746851,0.933747,622.034,0.055028,0,0,0,15,638.022,244.797,227.312,-6.99245
146.375,1981-05-27,09:00:00.00,0.692861,0.746851,0.932793,622.023,0.055028,0,0,0,15,638.011,244.857,227.378,-6.9976
146.417,1981-05-27,10:00:00.00,0.692861,0.746851,0.931794,622.011,0.055028,0,0,0,15,637.997,244.917,227.445,-7.00408
146.458,1981-05-27,11:00:00.00,0.692861,0.746851,0.930748,621.997,0.055028,0,0,0,15,637.983,244.977,227.511,-7.01167
146.5,1981-05-27,12:00:00.00,0.692861,0.746851,0.929656,621.984,0.055028,0,0,0,15,637.968,245.037,227.578,-7.02002
146.542,1981-05-27,13:00:00.00,0.692861,0.746851,0.928521,621.97,0.055028,0,0,0,15,637.953,245.097,227.644,-7.02866
146.583,1981-05-27,14:00:00.00,0.692861,0.746851,0.927353,621.956,0.055028,0,0,0,15,637.939,245.157,227.711,-7.03709
146.625,1981-05-27,15:00:00.00,0.692861,0.746851,0.926168,621.943,0.055028,0,0,0,15,637.925,245.217,227.777,-7.04475
146.667,1981-05-27,16:00:00.00,0.692861,0.746851,0.924985,621.932,0.055028,0,0,0,15,637.912,245.277,227.843,-7.05121
146.708,1981-05-27,17:00:00.00,0.692861,0.746851,0.923823,621.922,0.055028,0,0,0,15,637.901,245.337,227.909,-7.05612
146.75,1981-05-27,18:00:00.00,0.692861,0.746851,0.922703,621.914,0.055028,0,0,0,15,637.892,245.397,227.975,-7.05932
146.792,1981-05-27,19:00:00.00,0.692861,0.746851,0.921641,621.907,0.055028,0,0,0,15,637.884,245.457,228.041,-7.06082
146.833,1981-05-27,20:00:00.00,0.692861,0.746851,0.920647,621.902,0.055028,0,0,0,15,637.878,245.517,228.107,-7.06098
146.875,1981-05-27,21:00:00.00,0.692861,0.746851,0.91972,621.898,0.055028,0,0,0,15,637.872,245.577,228.173,-7.06098
146.917,1981-05-27,22:00:00.00,0.692861,0.746851,0.918849,621.893,0.055028,0,0,0,15,637.867,245.637,228.239,-7.06098
146.958,1981-05-27,23:00:00.00,0.692861,0.746851,0.918026,621.888,0.055028,0,0,0,15,637.861,245.697,228.304,-7.06098
147,1981-05-28,00:00:00.00,0.692861,0.746851,0.917245,621.883,0.055028,0,0,0,15,637.856,245.757,228.37,-7.06098
147.042,1981-05-28,01:00:00.00,0.66192,0.713498,0.916206,621.878,0.0537136,0,0,0,15,637.848,245.814,228.435,-7.06098
147.083,1981-05-28,02:00:00.00,0.66192,0.713498,0.914938,621.871,0.0537136,0,0,0,15,637.84,245.871,228.5,-7.06098
147.125,1981-05-28,03:00:00.00,0.66192,0.713498,0.913923,621.865,0.0537136,0,0,0,15,637.832,245.929,228.565,-7.06098
147.167,1981-05-28,04:00:00.00,0.66192,0.713498,0.913099,621.858,0.0537136,0,0,0,15,637.825,245.986,228.63,-7.06098
147.208,1981-05-28,05:00:00.00,0.66192,0.713498,0.912257,621.852,0.0537136,0,0,0,15,637.818,246.043,228.694,-7.06111
147.25,1981-05-28,06:00:00.00,0.66192,0.713498,0.911388,621.844,0.0537136,0,0,0,15,637.809,246.1,228.759,-7.06222
147.292,1981-05-28,07:00:00.00,0.66192,0.713498,0.910482,621.836,0.0537136,0,0,0,15,637.8,246.158,228.823,-7.0646
147.333,1981-05-28,08:00:00.00,0.66192,0.713498,0.909529,621.826,0.0537136,0,0,0,15,637.789,246.215,228.887,-7.06836
147.375,1981-05-28,09:00:00.00,0.66192,0.713498,0.908522,621.815,0.0537136,0,0,0,15,637.777,246.272,228.952,-7.07352
147.417,1981-05-28,10:00:00.00,0.66192,0.713498,0.907461,621.802,0.0537136,0,0,0,15,637.764,246.33,229.016,-7.08
147.458,1981-05-28,11:00:00.00,0.66192,0.713498,0.906352,621.789,0.0537136,0,0,0,15,637.749,246.387,229.08,-7.0876
147.5,1981-05-28,12:00:00.00,0.66192,0.713498,0.905201,621.775,0.0537136,0,0,0,15,637.734,246.444,229.144,-7.09595
147.542,1981-05-28,13:00:00.00,0.66192,0.713498,0.904015,621.761,0.0537136,0,0,0,15,637.719,246.502,229.208,-7.10461
147.583,1981-05-28,14:00:00.00,0.66192,0.713498,0.902803,621.747,0.0537136,0,0,0,15,637.704,246.559,229.272,-7.11304
147.625,1981-05-28,15:00:00.00,0.66192,0.713498,0.901579,621.734,0.0537136,0,0,0,15,637.689,246.616,229.336,-7.12071
147.667,1981-05-28,16:00:00.00,0.66192,0.713498,0.90036,621.723,0.0537136,0,0,0,15,637.677,246.674,229.399,-7.12718
147.708,1981-05-28,17:00:00.00,0.66192,0.713498,0.899167,621.712,0.0537136,0,0,0,15,637.665,246.731,229.463,-7.13211
147.75,1981-05-28,18:00:00.00,0.66192,0.713498,0.898018,621.704,0.0537136,0,0,0,15,637.656,246.788,229.527,-7.13532
147.792,1981-05-28,19:00:00.00,0.66192,0.713498,0.896929,621.698,0.0537136,0,0,0,15,637.648,246.845,229.59,-7.13684
147.833,1981-05-28,20:00:00.00,0.66192,0.713498,0.895911,621.692,0.0537136,0,0,0,15,637.642,246.903,229.653,-7.137
147.875,1981-05-28,21:00:00.00,0.66192,0.713498,0.894962,621.688,0.0537136,0,0,0,15,637.636,246.96,229.717,-7.137
147.917,1981-05-28,22:00:00.00,0.66192,0.713498,0.894072,621.683,0.0537136,0,0,0,15,637.63,247.017,229.78,-7.137
147.958,1981-05-28,23:00:00.00,0.66192,0.713498,0.893232,621.678,0.0537136,0,0,0,15,637.625,247.075,229.843,-7.137
148,1981-05-29,00:00:00.00,0.66192,0.713498,0.892435,621.673,0.0537136,0,0,0,15,637.619,247.132,229.906,-7.137
148.042,1981-05-29,01:00:00.00,0.63529,0.684794,0.891525,621.667,0.0526011,0,0,0,15,637.611,247.187,229.968,-7.137
148.083,1981-05-29,02:00:00.00,0.63529,0.684794,0.890499,621.66,0.0526011,0,0,0,15,637.604,247.242,230.031,-7.137
148.125,1981-05-29,03:00:00.00,0.63529,0.684794,0.889589,621.654,0.0526011,0,0,0,15,637.596,247.297,230.094,-7.137
148.167,1981-05-29,04:00:00.00,0.63529,0.684794,0.888764,621.647,0.0526011,0,0,0,15,637.589,247.352,230.156,-7.137
148.208,1981-05-29,05:00:00.00,0.63529,0.684794,0.887923,621.641,0.0526011,0,0,0,15,637.581,247.407,230.218,-7.13714
148.25,1981-05-29,06:00:00.00,0.63529,0.684794,0.887057,621.633,0.0526011,0,0,0,15,637.573,247.462,230.28,-7.13827
148.292,1981-05-29,07:00:00.00,0.63529,0.684794,0.886154,621.625,0.0526011,0,0,0,15,637.563,247.517,230.343,-7.14066
148.333,1981-05-29,08:00:00.00,0.63529,0.684794,0.885203,621.615,0.0526011,0,0,0,15,637.553,247.572,230.405,-7.14442
148.375,1981-05-29,09:00:00.00,0.63529,0.684794,0.884195,621.604,0.0526011,0,0,0,15,637.54,247.627,230.467,-7.14959
148.417,1981-05-29,10:00:00.00,0.63529,0.684794,0.883131,621.591,0.0526011,0,0,0,15,637.527,247.682,230.529,-7.15609
148.458,1981-05-29,11:00:00.00,0.63529,0.684794,0.882019,621.578,0.0526011,0,0,0,15,637.513,247.737,230.59,-7.16369
148.5,1981-05-29,12:00:00.00,0.63529,0.684794,0.880866,621.564,0.0526011,0,0,0,15,637.497,247.792,230.652,-7.17205
148.542,1981-05-29,13:00:00.00,0.63529,0.684794,0.879678,621.55,0.0526011,0,0,0,15,637.482,247.847,230.714,-7.18071
148.583,1981-05-29,14:00:00.00,0.63529,0.684794,0.878464,621.536,0.0526011,0,0,0,15,637.467,247.902,230.776,-7.18915
148.625,1981-05-29,15:00:00.00,0.63529,0.684794,0.877239,621.523,0.0526011,0,0,0,15,637.453,247.957,230.837,-7.19684
148.667,1981-05-29,16:00:00.00,0.63529,0.684794,0.87602,621.511,0.0526011,0,0,0,15,637.44,248.012,230.899,-7.20332
148.708,1981-05-29,17:00:00.00,0.63529,0.684794,0.874826,621.501,0.0526011,0,0,0,15,637.429,248.067,230.96,-7.20825
148.75,1981-05-29,18:00:00.00,0.63529,0.684794,0.873678,621.493,0.0526011,0,0,0,15,637.419,248.122,231.021,-7.21149
148.792,1981-05-29,19:00:00.00,0.63529,0.684794,0.87259,621.486,0.0526011,0,0,0,15,637.411,248.177,231.082,-7.21302
148.833,1981-05-29,20:00:00.00,0.63529,0.684794,0.871576,621.481,0.0526011,0,0,0,15,637.405,248.232,231.143,-7.21319
148.875,1981-05-29,21:00:00.00,0.63529,0.684794,0.870634,621.476,0.0526011,0,0,0,15,637.399,248.287,231.204,-7.21319
148.917,1981-05-29,22:00:00.00,0.63529,0.684794,0.869754,621.471,0.0526011,0,0,0,15,637.393,248.342,231.265,-7.21319
148.958,1981-05-29,23:00:00.00,0.63529,0.684794,0.868926,621.466,0.0526011,0,0,0,15,637.388,248.397,231.326,-7.21319
149,1981-05-30,00:00:00.00,0.63529,0.684794,0.868144,621.461,0.0526011,0,0,0,15,637.382,248.452,231.387,-7.21319
149.042,1981-05-30,01:00:00.00,0.623574,0.672164,0.867418,621.456,0.0521196,0,0,0,15,637.375,248.506,231.447,-7.21319
149.083,1981-05-30,02:00:00.00,0.623574,0.672164,0.866728,621.45,0.0521196,0,0,0,15,637.369,248.56,231.508,-7.21319
149.125,1981-05-30,03:00:00.00,0.623574,0.672164,0.866031,621.444,0.0521196,0,0,0,15,637.362,248.614,231.568,-7.21319
149.167,1981-05-30,04:00:00.00,0.623574,0.672164,0.865326,621.439,0.0521196,0,0,0,15,637.356,248.668,231.628,-7.21319
149.208,1981-05-30,05:00:00.00,0.623574,0.672164,0.86463,621.433,0.0521196,0,0,0,15,637.35,248.722,231.689,-7.21334
149.25,1981-05-30,06:00:00.00,0.623574,0.672164,0.863932,621.426,0.0521196,0,0,0,15,637.342,248.776,231.749,-7.21448
149.292,1981-05-30,07:00:00.00,0.623574,0.672164,0.863216,621.418,0.0521196,0,0,0,15,637.334,248.83,231.809,-7.21688
149.333,1981-05-30,08:00:00.00,0.623574,0.672164,0.862469,621.409,0.0521196,0,0,0,15,637.324,248.884,231.869,-7.22065
149.375,1981-05-30,09:00:00.00,0.623574,0.672164,0.861681,621.399,0.0521196,0,0,0,15,637.312,248.938,231.929,-7.22583
149.417,1981-05-30,10:00:00.00,0.623574,0.672164,0.860845,621.387,0.0521196,0,0,0,15,637.3,248.992,231.989,-7.23233
149.458,1981-05-30,11:00:00.00,0.623574,0.672164,0.859959,621.374,0.0521196,0,0,0,15,637.286,249.046,232.049,-7.23994
149.5,1981-05-30,12:00:00.00,0.623574,0.672164,0.859022,621.361,0.0521196,0,0,0,15,637.272,249.1,232.109,-7.24831
149.542,1981-05-30,13:00:00.00,0.623574,0.672164,0.85804,621.347,0.0521196,0,0,0,15,637.257,249.154,232.169,-7.25698
149.583,1981-05-30,14:00:00.00,0.623574,0.672164,0.857023,621.334,0.0521196,0,0,0,15,637.243,249.208,232.229,-7.26542
149.625,1981-05-30,15:00:00.00,0.623574,0.672164,0.855985,621.322,0.0521196,0,0,0,15,637.23,249.262,232.289,-7.27312
149.667,1981-05-30,16:00:00.00,0.623574,0.672164,0.854944,621.31,0.0521196,0,0,0,15,637.218,249.316,232.348,-7.27961
149.708,1981-05-30,17:00:00.00,0.623574,0.672164,0.85392,621.301,0.0521196,0,0,0,15,637.207,249.37,232.408,-7.28456
149.75,1981-05-30,18:00:00.00,0.623574,0.672164,0.852932,621.293,0.0521196,0,0,0,15,637.198,249.424,232.468,-7.2878
149.792,1981-05-30,19:00:00.00,0.623574,0.672164,0.851997,621.287,0.0521196,0,0,0,15,637.191,249.478,232.527,-7.28935
149.833,1981-05-30,20:00:00.00,0.623574,0.672164,0.851125,621.282,0.0521196,0,0,0,15,637.186,249.532,232.586,-7.28954
149.875,1981-05-30,21:00:00.00,0.623574,0.672164,0.850316,621.278,0.0521196,0,0,0,15,637.18,249.586,232.646,-7.28954
149.917,1981-05-30,22:00:00.00,0.623574,0.672164,0.849557,621.273,0.0521196,0,0,0,15,637.175,249.64,232.705,-7.28954
149.958,1981-05-30,23:00:00.00,0.623574,0.672164,0.848843,621.269,0.0521196,0,0,0,15,637.17,249.694,232.764,-7.28954
150,1981-05-31,00:00:00.00,0.623574,0.672164,0.848166,621.265,0.0521196,0,0,0,15,637.165,249.748,232.823,-7.28954
150.042,1981-05-31,01:00:00.00,0.611344,0.658982,0.847493,621.26,0.0516006,0,0,0,15,637.159,249.801,232.882,-7.28954
150.083,1981-05-31,02:00:00.00,0.611344,0.658982,0.846817,621.255,0.0516006,0,0,0,15,637.153,249.854,232.941,-7.28954
150.125,1981-05-31,03:00:00.00,0.611344,0.658982,0.84618,621.249,0.0516006,0,0,0,15,637.147,249.907,233,-7.28954
150.167,1981-05-31,04:00:00.00,0.611344,0.658982,0.845576,621.244,0.0516006,0,0,0,15,637.141,249.96,233.058,-7.28954
150.208,1981-05-31,05:00:00.00,0.611344,0.658982,0.844979,621.239,0.0516006,0,0,0,15,637.135,250.013,233.117,-7.28969
150.25,1981-05-31,06:00:00.00,0.611344,0.658982,0.844381,621.233,0.0516006,0,0,0,15,637.129,250.065,233.176,-7.29084
150.292,1981-05-31,07:00:00.00,0.611344,0.658982,0.843768,621.225,0.0516006,0,0,0,15,637.121,250.118,233.234,-7.29325
150.333,1981-05-31,08:00:00.00,0.611344,0.658982,0.843127,621.217,0.0516006,0,0,0,15,637.111,250.171,233.293,-7.29703
150.375,1981-05-31,09:00:00.00,0.611344,0.658982,0.842448,621.207,0.0516006,0,0,0,15,637.101,250.224,233.351,-7.30222
150.417,1981-05-31,10:00:00.00,0.611344,0.658982,0.841726,621.195,0.0516006,0,0,0,15,637.089,250.277,233.409,-7.30873
150.458,1981-05-31,11:00:00.00,0.611344,0.658982,0.840954,621.183,0.0516006,0,0,0,15,637.076,250.33,233.468,-7.31634
150.5,1981-05-31,12:00:00.00,0.611344,0.658982,0.840133,621.17,0.0516006,0,0,0,15,637.062,250.383,233.526,-7.32472
150.542,1981-05-31,13:00:00.00,0.611344,0.658982,0.839266,621.157,0.0516006,0,0,0,15,637.048,250.436,233.584,-7.33339
150.583,1981-05-31,14:00:00.00,0.611344,0.658982,0.838363,621.144,0.0516006,0,0,0,15,637.034,250.489,233.643,-7.34184
150.625,1981-05-31,15:00:00.00,0.611344,0.658982,0.837438,621.132,0.0516006,0,0,0,15,637.021,250.542,233.701,-7.34955
150.667,1981-05-31,16:00:00.00,0.611344,0.658982,0.836509,621.121,0.0516006,0,0,0,15,637.009,250.595,233.759,-7.35605
150.708,1981-05-31,17:00:00.00,0.611344,0.658982,0.835594,621.112,0.0516006,0,0,0,15,636.999,250.648,233.817,-7.36101
150.75,1981-05-31,18:00:00.00,0.611344,0.658982,0.834714,621.105,0.0516006,0,0,0,15,636.991,250.701,233.875,-7.36427
150.792,1981-05-31,19:00:00.00,0.611344,0.658982,0.833883,621.099,0.0516006,0,0,0,15,636.985,250.754,233.933,-7.36583
150.833,1981-05-31,20:00:00.00,0.611344,0.658982,0.833113,621.095,0.0516006,0,0,0,15,636.979,250.806,233.991,-7.36603
150.875,1981-05-31,21:00:00.00,0.611344,0.658982,0.832402,621.091,0.0516006,0,0,0,15,636.975,250.859,234.048,-7.36603
150.917,1981-05-31,22:00:00.00,0.611344,0.658982,0.83174,621.086,0.0516006,0,0,0,15,636.97,250.912,234.106,-7.36603
150.958,1981-05-31,23:00:00.00,0.611344,0.658982,0.83112,621.082,0.0516006,0,0,0,15,636.965,250.965,234.164,-7.36603
151,1981-06-01,00:00:00.00,0.611344,0.658982,0.830536,621.078,0.0516006,0,0,0,15,636.961,251.018,234.221,-7.36603
151.042,1981-06-01,01:00:00.00,0.566588,0.610737,0.829602,621.073,0.0497404,0,0,0,15,636.952,251.067,234.279,-7.36603
151.083,1981-06-01,02:00:00.00,0.566588,0.610737,0.828359,621.066,0.0497404,0,0,0,15,636.944,251.116,234.336,-7.36603
151.125,1981-06-01,03:00:00.00,0.566588,0.610737,0.82743,621.059,0.0497404,0,0,0,15,636.936,251.165,234.393,-7.36603
151.167,1981-06-01,04:00:00.00,0.566588,0.610737,0.826739,621.052,0.0497404,0,0,0,15,636.928,251.214,234.45,-7.36603
151.208,1981-06-01,05:00:00.00,0.566588,0.610737,0.826018,621.045,0.0497404,0,0,0,15,636.921,251.263,234.506,-7.36618
151.25,1981-06-01,06:00:00.00,0.566588,0.610737,0.82526,621.037,0.0497404,0,0,0,15,636.912,251.313,234.563,-7.36734
151.292,1981-06-01,07:00:00.00,0.566588,0.610737,0.824454,621.028,0.0497404,0,0,0,15,636.902,251.362,234.619,-7.36976
151.333,1981-06-01,08:00:00.00,0.566588,0.610737,0.823591,621.018,0.0497404,0,0,0,15,636.891,251.411,234.676,-7.37356
151.375,1981-06-01,09:00:00.00,0.566588,0.610737,0.822663,621.006,0.0497404,0,0,0,15,636.879,251.46,234.732,-7.37875
151.417,1981-06-01,10:00:00.00,0.566588,0.610737,0.821674,620.993,0.0497404,0,0,0,15,636.865,251.509,234.788,-7.38526
151.458,1981-06-01,11:00:00.00,0.566588,0.610737,0.820633,620.98,0.0497404,0,0,0,15,636.85,251.558,234.845,-7.39289
151.5,1981-06-01,12:00:00.00,0.566588,0.610737,0.819551,620.965,0.0497404,0,0,0,15,636.834,251.607,234.901,-7.40127
151.542,1981-06-01,13:00:00.00,0.566588,0.610737,0.818434,620.951,0.0497404,0,0,0,15,636.819,251.656,234.957,-7.40995
151.583,1981-06-01,14:00:00.00,0.566588,0.610737,0.817289,620.936,0.0497404,0,0,0,15,636.803,251.705,235.013,-7.41841
151.625,1981-06-01,15:00:00.00,0.566588,0.610737,0.816131,620.923,0.0497404,0,0,0,15,636.789,251.754,235.069,-7.42612
151.667,1981-06-01,16:00:00.00,0.566588,0.610737,0.814977,620.911,0.0497404,0,0,0,15,636.775,251.803,235.125,-7.43263
151.708,1981-06-01,17:00:00.00,0.566588,0.610737,0.813846,620.9,0.0497404,0,0,0,15,636.764,251.852,235.181,-7.4376
151.75,1981-06-01,18:00:00.00,0.566588,0.610737,0.812755,620.891,0.0497404,0,0,0,15,636.754,251.901,235.236,-7.44087
151.792,1981-06-01,19:00:00.00,0.566588,0.610737,0.811721,620.884,0.0497404,0,0,0,15,636.746,251.95,235.292,-7.44245
151.833,1981-06-01,20:00:00.00,0.566588,0.610737,0.810754,620.878,0.0497404,0,0,0,15,636.739,251.999,235.347,-7.44265
151.875,1981-06-01,21:00:00.00,0.566588,0.610737,0.809851,620.873,0.0497404,0,0,0,15,636.732,252.048,235.403,-7.44265
151.917,1981-06-01,22:00:00.00,0.566588,0.610737,0.809004,620.867,0.0497404,0,0,0,15,636.726,252.097,235.458,-7.44265
151.958,1981-06-01,23:00:00.00,0.566588,0.610737,0.808204,620.862,0.0497404,0,0,0,15,636.72,252.146,235.513,-7.44265
152,1981-06-02,00:00:00.00,0.566588,0.610737,0.807445,620.857,0.0497404,0,0,0,15,636.714,252.196,235.569,-7.44265
152.042,1981-06-02,01:00:00.00,0.523288,0.564064,0.806369,620.85,0.047927,0,0,0,15,636.704,252.241,235.624,-7.44265
152.083,1981-06-02,02:00:00.00,0.523288,0.564064,0.805011,620.842,0.047927,0,0,0,15,636.695,252.286,235.679,-7.44265
152.125,1981-06-02,03:00:00.00,0.523288,0.564064,0.803945,620.833,0.047927,0,0,0,15,636.685,252.331,235.733,-7.44265
152.167,1981-06-02,04:00:00.00,0.523288,0.564064,0.803103,620.825,0.047927,0,0,0,15,636.676,252.377,235.787,-7.44265
152.208,1981-06-02,05:00:00.00,0.523288,0.564064,0.802234,620.817,0.047927,0,0,0,15,636.668,252.422,235.841,-7.44282
152.25,1981-06-02,06:00:00.00,0.523288,0.564064,0.801332,620.808,0.047927,0,0,0,15,636.658,252.467,235.895,-7.44399
152.292,1981-06-02,07:00:00.00,0.523288,0.564064,0.800385,620.798,0.047927,0,0,0,15,636.646,252.513,235.949,-7.44642
152.333,1981-06-02,08:00:00.00,0.523288,0.564064,0.799383,620.787,0.047927,0,0,0,15,636.634,252.558,236.003,-7.45022
152.375,1981-06-02,09:00:00.00,0.523288,0.564064,0.798319,620.774,0.047927,0,0,0,15,636.62,252.603,236.057,-7.45542
152.417,1981-06-02,10:00:00.00,0.523288,0.564064,0.797197,620.76,0.047927,0,0,0,15,636.605,252.649,236.111,-7.46194
152.458,1981-06-02,11:00:00.00,0.523288,0.564064,0.796027,620.745,0.047927,0,0,0,15,636.589,252.694,236.165,-7.46957
152.5,1981-06-02,12:00:00.00,0.523288,0.564064,0.794819,620.73,0.047927,0,0,0,15,636.572,252.739,236.218,-7.47795
152.542,1981-06-02,13:00:00.00,0.523288,0.564064,0.79358,620.714,0.047927,0,0,0,15,636.555,252.784,236.272,-7.48664
152.583,1981-06-02,14:00:00.00,0.523288,0.564064,0.792317,620.699,0.047927,0,0,0,15,636.539,252.83,236.326,-7.49511
152.625,1981-06-02,15:00:00.00,0.523288,0.564064,0.791043,620.684,0.047927,0,0,0,15,636.523,252.875,236.379,-7.50283
152.667,1981-06-02,16:00:00.00,0.523288,0.564064,0.789776,620.671,0.047927,0,0,0,15,636.508,252.92,236.432,-7.50934
152.708,1981-06-02,17:00:00.00,0.523288,0.564064,0.788535,620.659,0.047927,0,0,0,15,636.496,252.966,236.485,-7.51433
152.75,1981-06-02,18:00:00.00,0.523288,0.564064,0.787336,620.649,0.047927,0,0,0,15,636.484,253.011,236.539,-7.51761
152.792,1981-06-02,19:00:00.00,0.523288,0.564064,0.786196,620.641,0.047927,0,0,0,15,636.475,253.056,236.592,-7.5192
152.833,1981-06-02,20:00:00.00,0.523288,0.564064,0.785125,620.634,0.047927,0,0,0,15,636.467,253.102,236.644,-7.51941
152.875,1981-06-02,21:00:00.00,0.523288,0.564064,0.784121,620.628,0.047927,0,0,0,15,636.46,253.147,236.697,-7.51941
152.917,1981-06-02,22:00:00.00,0.523288,0.564064,0.783175,620.621,0.047927,0,0,0,15,636.453,253.192,236.75,-7.51941
152.958,1981-06-02,23:00:00.00,0.523288,0.564064,0.782278,620.615,0.047927,0,0,0,15,636.445,253.238,236.802,-7.51941
153,1981-06-03,00:00:00.00,0.523288,0.564064,0.781424,620.609,0.047927,0,0,0,15,636.438,253.283,236.855,-7.51941
