time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
98.8333,1981-04-09,20:00:00.00,1.9708,2.12436,2.01858,628.427,0.109677,0,0,0,15,645.555,142.699,120.94,-3.73299
98.875,1981-04-09,21:00:00.00,1.9708,2.12436,2.01742,628.431,0.109677,0,0,0,15,645.558,142.869,121.108,-3.73299
98.9167,1981-04-09,22:00:00.00,1.9708,2.12436,2.01636,628.434,0.109677,0,0,0,15,645.56,143.04,121.276,-3.73299
98.9583,1981-04-09,23:00:00.00,1.9708,2.12436,2.0154,628.438,0.109677,0,0,0,15,645.563,143.211,121.444,-3.73299
99,1981-04-10,00:00:00.00,1.9708,2.12436,2.01452,628.442,0.109677,0,0,0,15,645.566,143.381,121.612,-3.73299
99.0417,1981-04-10,01:00:00.00,2.07095,2.23232,2.01395,628.45,0.113888,0,0,0,15,645.578,143.561,121.779,-3.73299
99.0833,1981-04-10,02:00:00.00,2.07095,2.23232,2.01372,628.462,0.113888,0,0,0,15,645.59,143.74,121.947,-3.73299
99.125,1981-04-10,03:00:00.00,2.07095,2.23232,2.01351,628.474,0.113888,0,0,0,15,645.602,143.919,122.114,-3.73299
99.1667,1981-04-10,04:00:00.00,2.07095,2.23232,2.01331,628.486,0.113888,0,0,0,15,645.613,144.099,122.282,-3.73299
99.2083,1981-04-10,05:00:00.00,2.07095,2.23232,2.01321,628.498,0.113888,0,0,0,15,645.625,144.278,122.449,-3.73299
99.25,1981-04-10,06:00:00.00,2.07095,2.23232,2.01318,628.51,0.113888,0,0,0,15,645.637,144.457,122.617,-3.73315
99.2917,1981-04-10,07:00:00.00,2.07095,2.23232,2.01319,628.521,0.113888,0,0,0,15,645.648,144.636,122.784,-3.73447
99.3333,1981-04-10,08:00:00.00,2.07095,2.23232,2.01324,628.53,0.113888,0,0,0,15,645.657,144.816,122.951,-3.73721
99.375,1981-04-10,09:00:00.00,2.07095,2.23232,2.01331,628.538,0.113888,0,0,0,15,645.665,144.995,123.118,-3.74141
99.4167,1981-04-10,10:00:00.00,2.07095,2.23232,2.01337,628.545,0.113888,0,0,0,15,645.672,145.174,123.285,-3.74696
99.4583,1981-04-10,11:00:00.00,2.07095,2.23232,2.01342,628.55,0.113888,0,0,0,15,645.678,145.354,123.452,-3.75364
99.5,1981-04-10,12:00:00.00,2.07095,2.23232,2.01345,628.555,0.113888,0,0,0,15,645.682,145.533,123.619,-3.76108
99.5417,1981-04-10,13:00:00.00,2.07095,2.23232,2.01347,628.56,0.113888,0,0,0,15,645.687,145.712,123.786,-3.76878
99.5833,1981-04-10,14:00:00.00,2.07095,2.23232,2.01349,628.565,0.113888,0,0,0,15,645.692,145.892,123.953,-3.77619
99.625,1981-04-10,15:00:00.00,2.07095,2.23232,2.01353,628.571,0.113888,0,0,0,15,645.698,146.071,124.12,-3.78276
99.6667,1981-04-10,16:00:00.00,2.07095,2.23232,2.01361,628.578,0.113888,0,0,0,15,645.705,146.25,124.287,-3.78801
99.7083,1981-04-10,17:00:00.00,2.07095,2.23232,2.01376,628.586,0.113888,0,0,0,15,645.714,146.429,124.453,-3.7916
99.75,1981-04-10,18:00:00.00,2.07095,2.23232,2.014,628.597,0.113888,0,0,0,15,645.725,146.609,124.62,-3.79337
99.7917,1981-04-10,19:00:00.00,2.07095,2.23232,2.01435,628.609,0.113888,0,0,0,15,645.737,146.788,124.787,-3.79358
99.8333,1981-04-10,20:00:00.00,2.07095,2.23232,2.01481,628.621,0.113888,0,0,0,15,645.75,146.967,124.954,-3.79358
99.875,1981-04-10,21:00:00.00,2.07095,2.23232,2.01536,628.633,0.113888,0,0,0,15,645.762,147.147,125.12,-3.79358
99.9167,1981-04-10,22:00:00.00,2.07095,2.23232,2.016,628.645,0.113888,0,0,0,15,645.775,147.326,125.287,-3.79358
99.9583,1981-04-10,23:00:00.00,2.07095,2.23232,2.0167,628.657,0.113888,0,0,0,15,645.788,147.505,125.454,-3.79358
100,1981-04-11,00:00:00.00,2.07095,2.23232,2.01747,628.669,0.113888,0,0,0,15,645.8,147.685,125.62,-3.79358
100.042,1981-04-11,01:00:00.00,2.00399,2.16015,2.01719,628.679,0.111028,0,0,0,15,645.807,147.858,125.787,-3.79358
100.083,1981-04-11,02:00:00.00,2.00399,2.16015,2.01599,628.687,0.111028,0,0,0,15,645.814,148.032,125.953,-3.79358
100.125,1981-04-11,03:00:00.00,2.00399,2.16015,2.0157,628.696,0.111028,0,0,0,15,645.822,148.205,126.119,-3.79358
100.167,1981-04-11,04:00:00.00,2.00399,2.16015,2.01612,628.704,0.111028,0,0,0,15,645.831,148.379,126.283,-3.79358
100.208,1981-04-11,05:00:00.00,2.00399,2.16015,2.01647,628.713,0.111028,0,0,0,15,645.84,148.552,126.448,-3.79358
100.25,1981-04-11,06:00:00.00,2.00399,2.16015,2.01673,628.721,0.111028,0,0,0,15,645.849,148.726,126.613,-3.79375
100.292,1981-04-11,07:00:00.00,2.00399,2.16015,2.01692,628.728,0.111028,0,0,0,15,645.856,148.899,126.778,-3.7951
100.333,1981-04-11,08:00:00.00,2.00399,2.16015,2.01701,628.734,0.111028,0,0,0,15,645.862,149.073,126.943,-3.79788
100.375,1981-04-11,09:00:00.00,2.00399,2.16015,2.01699,628.738,0.111028,0,0,0,15,645.866,149.246,127.107,-3.8021
100.417,1981-04-11,10:00:00.00,2.00399,2.16015,2.01689,628.741,0.111028,0,0,0,15,645.869,149.42,127.272,-3.80769
100.458,1981-04-11,11:00:00.00,2.00399,2.16015,2.01673,628.743,0.111028,0,0,0,15,645.871,149.593,127.437,-3.8144
100.5,1981-04-11,12:00:00.00,2.00399,2.16015,2.01654,628.745,0.111028,0,0,0,15,645.872,149.767,127.602,-3.82187
100.542,1981-04-11,13:00:00.00,2.00399,2.16015,2.01634,628.746,0.111028,0,0,0,15,645.873,149.94,127.767,-3.8296
100.583,1981-04-11,14:00:00.00,2.00399,2.16015,2.01614,628.747,0.111028,0,0,0,15,645.874,150.114,127.932,-3.83705
100.625,1981-04-11,15:00:00.00,2.00399,2.16015,2.01594,628.75,0.111028,0,0,0,15,645.876,150.287,128.097,-3.84366
100.667,1981-04-11,16:00:00.00,2.00399,2.16015,2.01578,628.753,0.111028,0,0,0,15,645.88,150.461,128.261,-3.84895
100.708,1981-04-11,17:00:00.00,2.00399,2.16015,2.01567,628.758,0.111028,0,0,0,15,645.885,150.634,128.426,-3.85258
100.75,1981-04-11,18:00:00.00,2.00399,2.16015,2.01564,628.765,0.111028,0,0,0,15,645.892,150.808,128.591,-3.85439
100.792,1981-04-11,19:00:00.00,2.00399,2.16015,2.0157,628.774,0.111028,0,0,0,15,645.901,150.981,128.756,-3.85462
100.833,1981-04-11,20:00:00.00,2.00399,2.16015,2.01586,628.783,0.111028,0,0,0,15,645.909,151.155,128.92,-3.85462
100.875,1981-04-11,21:00:00.00,2.00399,2.16015,2.0161,628.791,0.111028,0,0,0,15,645.918,151.328,129.085,-3.85462
100.917,1981-04-11,22:00:00.00,2.00399,2.16015,2.0164,628.8,0.111028,0,0,0,15,645.927,151.502,129.249,-3.85462
100.958,1981-04-11,23:00:00.00,2.00399,2.16015,2.01677,628.808,0.111028,0,0,0,15,645.936,151.675,129.414,-3.85462
101,1981-04-12,00:00:00.00,2.00399,2.16015,2.01719,628.817,0.111028,0,0,0,15,645.945,151.849,129.579,-3.85462
101.042,1981-04-12,01:00:00.00,1.82789,1.97032,2.01661,628.819,0.103451,0,0,0,15,645.939,152.007,129.743,-3.85462
